hhid,itemcode,itemname,groupcode,groupname,gafed,adm1
9540-001-99,301,Sugar,7,Sugar and sweets,11.407155236651509,2
9540-001-99,701,Ripe bananas,5,Fruits,46.541193365538156,2
9540-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",10.087536189858374,2
9540-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,19.027134934734715,2
9540-001-99,1001,Cooking oil,11,Oil and fats,17.4584229465904,2
9540-001-99,1003,Salt,13,Spices and other foods,9.125724189321208,2
9540-001-99,1101,Tea dry,6,Beverages,0.2737717256796362,2
9540-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",22.81431047330302,2
9540-001-99,6011,Onions,4,Vegetables,5.360450388807277,2
9540-001-99,6012,Tomatoes,4,Vegetables,71.32209740163988,2
9540-001-99,6021,Cabbage,4,Vegetables,61.425249518321046,2
9540-001-99,6023,Other green vegetable,4,Vegetables,90.57371643190983,2
9540-001-99,7022,Orange/tangerine,5,Fruits,24.297240654067714,2
9540-001-99,11011,Buns,1,Cereals and cereal products,27.37717256796362,2
9541-001-99,102,Rice (husked),1,Cereals and cereal products,71.43485744658156,2
9541-001-99,105,Maize (flour),1,Cereals and cereal products,35.71742872329078,2
9541-001-99,301,Sugar,7,Sugar and sweets,35.71742872329078,2
9541-001-99,302,Sweets,7,Sugar and sweets,6.429137170192341,2
9541-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",31.585513423822448,2
9541-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,59.57667111044902,2
9541-001-99,1001,Cooking oil,11,Oil and fats,13.01543102676716,2
9541-001-99,1003,Salt,13,Spices and other foods,7.1434857446581566,2
9541-001-99,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,52.054580621323986,2
9541-001-99,6011,Onions,4,Vegetables,16.784334105648803,2
9541-001-99,6012,Tomatoes,4,Vegetables,44.66393026990066,2
9541-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,44.611928455280804,2
9541-001-99,11011,Buns,1,Cereals and cereal products,34.28873157435915,2
9542-001-99,105,Maize (flour),1,Cereals and cereal products,160.44343534542182,2
9542-001-99,301,Sugar,7,Sugar and sweets,64.17737413816872,2
9542-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",28.37655711516797,2
9542-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,53.523930031232716,2
9542-001-99,1001,Cooking oil,11,Oil and fats,58.4655878398717,2
9542-001-99,1003,Salt,13,Spices and other foods,12.835474827633744,2
9542-001-99,1004,Other spices,13,Spices and other foods,30.166514366973868,2
9542-001-99,1102,Coffee and cocoa,6,Beverages,3.8506424482901234,2
9542-001-99,6011,Onions,4,Vegetables,28.558931491485076,2
9542-001-99,6012,Tomatoes,4,Vegetables,62.89382665540534,2
9542-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,23.19417983727437,2
9542-001-99,6023,Other green vegetable,4,Vegetables,38.21800768428075,2
9542-001-99,7021,Lemon/lime,5,Fruits,54.94054008348947,2
9542-001-99,7022,Orange/tangerine,5,Fruits,96.26606120725307,2
9542-001-99,7032,Avocado,5,Fruits,45.56593563809979,2
9542-001-99,8081,Dagaa (fresh),9,"Meat, meat products and fish",6.802801658645884,2
9543-001-99,102,Rice (husked),1,Cereals and cereal products,37.85637667692827,2
9543-001-99,103,"Maize (green, cob)",1,Cereals and cereal products,26.77202958592368,2
9543-001-99,105,Maize (flour),1,Cereals and cereal products,90.85530402462784,2
9543-001-99,206,"Cooking bananas, plantains",2,Starches,18.17106080492557,2
9543-001-99,301,Sugar,7,Sugar and sweets,30.285101341542617,2
9543-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",13.3908082014503,2
9543-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",15.142550670771309,2
9543-001-99,901,Fresh milk,12,Milk and milk products,31.95078191532746,2
9543-001-99,1001,Cooking oil,11,Oil and fats,41.38459098321799,2
9543-001-99,1003,Salt,13,Spices and other foods,7.571275335385654,2
9543-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",22.713826006156967,2
9543-001-99,6011,Onions,4,Vegetables,12.129183087287815,2
9543-001-99,6012,Tomatoes,4,Vegetables,25.227489417505,2
9543-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,17.074606592876503,2
9543-001-99,6023,Other green vegetable,4,Vegetables,18.034957823273196,2
9543-001-99,8081,Dagaa (fresh),9,"Meat, meat products and fish",7.571275335385654,2
9543-001-99,11011,Buns,1,Cereals and cereal products,3.1799356408619746,2
9545-001-99,102,Rice (husked),1,Cereals and cereal products,83.4687454737667,2
9545-001-99,105,Maize (flour),1,Cereals and cereal products,166.9374909475334,2
9545-001-99,301,Sugar,7,Sugar and sweets,27.822915157922235,2
9545-001-99,501,Groundnuts in shell/shelled,8,Nuts and seeds,27.822915157922235,2
9545-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",24.60426440600337,2
9545-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",13.911457578961118,2
9545-001-99,1001,Cooking oil,11,Oil and fats,12.673337854433578,2
9545-001-99,1003,Salt,13,Spices and other foods,6.955728789480559,2
9545-001-99,1101,Tea dry,6,Beverages,1.669374909475334,2
9545-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",27.82291515792224,2
9545-001-99,6011,Onions,4,Vegetables,12.381197245275391,2
9545-001-99,6012,Tomatoes,4,Vegetables,54.53291370952758,2
9545-001-99,6022,Chiness/spinach,4,Vegetables,61.766871650587355,2
9545-001-99,6023,Other green vegetable,4,Vegetables,36.819358486590126,2
9545-001-99,7032,Avocado,5,Fruits,7.901707904849914,2
9545-001-99,11011,Buns,1,Cereals and cereal products,27.822915157922235,2
9546-001-99,102,Rice (husked),1,Cereals and cereal products,115.744062142959,2
9546-001-99,105,Maize (flour),1,Cereals and cereal products,154.325416190612,2
9546-001-99,107,Millet and sorghum (flour),1,Cereals and cereal products,38.581354047653,2
9546-001-99,201,Cassava fresh,2,Starches,35.88065926431729,2
9546-001-99,301,Sugar,7,Sugar and sweets,38.581354047653,2
9546-001-99,501,Groundnuts in shell/shelled,8,Nuts and seeds,38.581354047653,2
9546-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,9.627281715947102,2
9546-001-99,701,Ripe bananas,5,Fruits,49.19122641075757,2
9546-001-99,704,Sugarcane,5,Fruits,77.162708095306,2
9546-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",17.059064996282224,2
9546-001-99,810,Packaged/canned fish,9,"Meat, meat products and fish",9.491013095722636,2
9546-001-99,901,Fresh milk,12,Milk and milk products,40.70332852027391,2
9546-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,32.176849275742605,2
9546-001-99,1001,Cooking oil,11,Oil and fats,35.10903218336423,2
9546-001-99,1003,Salt,13,Spices and other foods,7.7162708095306,2
9546-001-99,1081,Wheat flour,1,Cereals and cereal products,38.581354047653,2
9546-001-99,1101,Tea dry,6,Beverages,0.964533851191325,2
9546-001-99,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,56.22846538904948,2
9546-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",38.58135404765301,2
9546-001-99,6011,Onions,4,Vegetables,17.16870255120558,2
9546-001-99,6012,Tomatoes,4,Vegetables,94.52431741674984,2
9546-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,41.83076401132818,2
9546-001-99,6023,Other green vegetable,4,Vegetables,89.34887737867722,2
9546-001-99,7022,Orange/tangerine,5,Fruits,28.93601553573975,2
9546-001-99,11011,Buns,1,Cereals and cereal products,42.43948945241829,2
9547-001-99,102,Rice (husked),1,Cereals and cereal products,162.51556018750395,2
9547-001-99,105,Maize (flour),1,Cereals and cereal products,162.51556018750395,2
9547-001-99,111,"Macaroni, spaghetti",1,Cereals and cereal products,36.56600104218838,2
9547-001-99,201,Cassava fresh,2,Starches,25.18991182906311,2
9547-001-99,205,Irish potatoes,2,Starches,132.24703710258134,2
9547-001-99,301,Sugar,7,Sugar and sweets,60.94333507031398,2
9547-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,20.276414861147607,2
9547-001-99,701,Ripe bananas,5,Fruits,51.80183480976688,2
9547-001-99,704,Sugarcane,5,Fruits,203.14445023437992,2
9547-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",107.78639990401642,2
9547-001-99,807,Eggs,10,Eggs,53.02070151117316,2
9547-001-99,901,Fresh milk,12,Milk and milk products,300.0443529961791,2
9547-001-99,1001,Cooking oil,11,Oil and fats,55.51937824905603,2
9547-001-99,1003,Salt,13,Spices and other foods,5.0786112558594985,2
9547-001-99,1081,Wheat flour,1,Cereals and cereal products,60.94333507031398,2
9547-001-99,1101,Tea dry,6,Beverages,4.062889004687599,2
9547-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",60.943335070313985,2
9547-001-99,6011,Onions,4,Vegetables,10.088559687539775,2
9547-001-99,6012,Tomatoes,4,Vegetables,159.26524898375388,2
9547-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,44.05074817990885,2
9547-001-99,6021,Cabbage,4,Vegetables,34.399126906355,2
9547-001-99,6022,Chiness/spinach,4,Vegetables,18.039227180812937,2
9547-001-99,6023,Other green vegetable,4,Vegetables,48.38949093405869,2
9547-001-99,7021,Lemon/lime,5,Fruits,115.93770089763969,2
9547-001-99,7022,Orange/tangerine,5,Fruits,243.7733402812559,2
9547-001-99,8041,Chicken,9,"Meat, meat products and fish",47.53580135484491,2
9547-001-99,8042,Other poultry,9,"Meat, meat products and fish",142.20111516406595,2
9547-001-99,8081,Dagaa (fresh),9,"Meat, meat products and fish",10.157222511718997,2
9554-001-99,102,Rice (husked),1,Cereals and cereal products,114.3525298592191,2
9554-001-99,105,Maize (flour),1,Cereals and cereal products,152.47003981229213,2
9554-001-99,205,Irish potatoes,2,Starches,70.89856851271584,2
9554-001-99,301,Sugar,7,Sugar and sweets,19.058754976536516,2
9554-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,46.60653512210723,2
9554-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",3.430575895776573,2
9554-001-99,1001,Cooking oil,11,Oil and fats,24.307536097074678,2
9554-001-99,1003,Salt,13,Spices and other foods,3.8117509953073037,2
9554-001-99,1101,Tea dry,6,Beverages,0.3811750995307303,2
9554-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",57.17626492960956,2
9554-001-99,6011,Onions,4,Vegetables,17.810406525573377,2
9554-001-99,6012,Tomatoes,4,Vegetables,64.43765057566996,2
9554-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,26.863105038384237,2
9554-001-99,6023,Other green vegetable,4,Vegetables,44.0112338344767,2
9554-001-99,11011,Buns,1,Cereals and cereal products,34.30575895776573,2
9555-001-99,105,Maize (flour),1,Cereals and cereal products,118.87053256675901,2
9555-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",45.17080237536842,2
9555-001-99,1001,Cooking oil,11,Oil and fats,32.48731655049524,2
9555-001-99,1003,Salt,13,Spices and other foods,1.4858816570844875,2
9555-001-99,6011,Onions,4,Vegetables,13.224346748051937,2
9555-001-99,6012,Tomatoes,4,Vegetables,23.298624383084764,2
9555-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,15.036242778016403,2
9555-001-99,6022,Chiness/spinach,4,Vegetables,70.37135527952132,2
9557-001-99,105,Maize (flour),1,Cereals and cereal products,133.02704196913876,2
9557-001-99,107,Millet and sorghum (flour),1,Cereals and cereal products,88.6846946460925,2
9557-001-99,109,Bread,1,Cereals and cereal products,110.85586830761564,2
9557-001-99,301,Sugar,7,Sugar and sweets,44.34234732304625,2
9557-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",39.212671703396744,2
9557-001-99,901,Fresh milk,12,Milk and milk products,140.3435292774414,2
9557-001-99,1001,Cooking oil,11,Oil and fats,40.35153606397209,2
9557-001-99,1003,Salt,13,Spices and other foods,8.86846946460925,2
9557-001-99,1101,Tea dry,6,Beverages,1.1085586830761562,2
9557-001-99,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,46.16038356329115,2
9557-001-99,6011,Onions,4,Vegetables,19.73234455875558,2
9557-001-99,6012,Tomatoes,4,Vegetables,65.183250564878,2
9557-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,48.07696132923915,2
9557-001-99,6023,Other green vegetable,4,Vegetables,102.69051077772089,2
9557-001-99,7022,Orange/tangerine,5,Fruits,49.88514073842703,2
9558-001-99,105,Maize (flour),1,Cereals and cereal products,321.1678521045452,2
9558-001-99,201,Cassava fresh,2,Starches,24.890508538102257,2
9558-001-99,203,Sweet potatoes,2,Starches,33.72262447097725,2
9558-001-99,205,Irish potatoes,2,Starches,149.34305122861355,2
9558-001-99,301,Sugar,7,Sugar and sweets,40.14598151306815,2
9558-001-99,501,Groundnuts in shell/shelled,8,Nuts and seeds,16.05839260522726,2
9558-001-99,704,Sugarcane,5,Fruits,80.2919630261363,2
9558-001-99,807,Eggs,10,Eggs,34.927003916369294,2
9558-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",40.14598151306815,2
9558-001-99,1001,Cooking oil,11,Oil and fats,36.57298915840509,2
9558-001-99,1003,Salt,13,Spices and other foods,16.05839260522726,2
9558-001-99,1004,Other spices,13,Spices and other foods,37.74116172104249,2
9558-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",40.14598151306817,2
9558-001-99,6011,Onions,4,Vegetables,7.14598470932613,2
9558-001-99,6012,Tomatoes,4,Vegetables,78.68612376561359,2
9558-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,29.018111989228398,2
9558-001-99,6023,Other green vegetable,4,Vegetables,297.5114559247337,2
9558-001-99,7022,Orange/tangerine,5,Fruits,60.218972269602226,2
9558-001-99,8041,Chicken,9,"Meat, meat products and fish",10.437955193397721,2
9559-001-99,102,Rice (husked),1,Cereals and cereal products,106.53621413240707,2
9559-001-99,105,Maize (flour),1,Cereals and cereal products,85.22897130592564,2
9559-001-99,109,Bread,1,Cereals and cereal products,51.13738278355539,2
9559-001-99,203,Sweet potatoes,2,Starches,71.59233589697754,2
9559-001-99,301,Sugar,7,Sugar and sweets,10.653621413240705,2
9559-001-99,701,Ripe bananas,5,Fruits,21.733387683011042,2
9559-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,17.770240517285497,2
9559-001-99,1001,Cooking oil,11,Oil and fats,9.705449107462284,2
9559-001-99,1003,Salt,13,Spices and other foods,5.3268107066203525,2
9559-001-99,1101,Tea dry,6,Beverages,0.8522897130592565,2
9559-001-99,6011,Onions,4,Vegetables,9.367942381090817,2
9559-001-99,6012,Tomatoes,4,Vegetables,25.51670171928108,2
9559-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,15.401191731213643,2
9559-001-99,7021,Lemon/lime,5,Fruits,2.8953274416071832,2
9559-001-99,7022,Orange/tangerine,5,Fruits,14.382388907874953,2
9559-001-99,8081,Dagaa (fresh),9,"Meat, meat products and fish",14.91506997853699,2
9559-001-99,11011,Buns,1,Cereals and cereal products,59.66027991414796,2
9564-001-99,102,Rice (husked),1,Cereals and cereal products,126.8234734814621,2
9564-001-99,105,Maize (flour),1,Cereals and cereal products,317.0586837036553,2
9564-001-99,109,Bread,1,Cereals and cereal products,50.72938939258484,2
9564-001-99,201,Cassava fresh,2,Starches,135.91291182587852,2
9564-001-99,205,Irish potatoes,2,Starches,105.44357232195723,2
9564-001-99,301,Sugar,7,Sugar and sweets,95.1176051110966,2
9564-001-99,701,Ripe bananas,5,Fruits,260.1212852841528,2
9564-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",28.038024203380022,2
9564-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",15.979757658664226,2
9564-001-99,1001,Cooking oil,11,Oil and fats,57.70468043406526,2
9564-001-99,1003,Salt,13,Spices and other foods,12.68234734814621,2
9564-001-99,1004,Other spices,13,Spices and other foods,4.470994084236802,2
9564-001-99,1101,Tea dry,6,Beverages,3.1705868370365526,2
9564-001-99,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,46.20813256297072,2
9564-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",63.411736740731065,2
9564-001-99,6011,Onions,4,Vegetables,22.687451171098754,2
9564-001-99,6012,Tomatoes,4,Vegetables,87.00090280828302,2
9564-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,41.25145102798202,2
9564-001-99,6021,Cabbage,4,Vegetables,93.95505660418318,2
9564-001-99,6022,Chiness/spinach,4,Vegetables,20.881484908722737,2
9564-001-99,6023,Other green vegetable,4,Vegetables,22.57332393614058,2
9564-001-99,7021,Lemon/lime,5,Fruits,10.986269895439717,2
9564-001-99,11011,Buns,1,Cereals and cereal products,37.095865993327664,2
9565-001-99,102,Rice (husked),1,Cereals and cereal products,124.4161004949543,2
9565-001-99,105,Maize (flour),1,Cereals and cereal products,155.52012561869287,2
9565-001-99,109,Bread,1,Cereals and cereal products,31.104025123738577,2
9565-001-99,301,Sugar,7,Sugar and sweets,62.20805024747715,2
9565-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",15.552012561869288,2
9565-001-99,1001,Cooking oil,11,Oil and fats,28.335766887725843,2
9565-001-99,1003,Salt,13,Spices and other foods,15.552012561869288,2
9565-001-99,1101,Tea dry,6,Beverages,0.7776006280934645,2
9565-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",15.552012561869294,2
9565-001-99,6011,Onions,4,Vegetables,55.36516472025466,2
9565-001-99,6012,Tomatoes,4,Vegetables,60.963889242527614,2
9565-001-99,6023,Other green vegetable,4,Vegetables,20.58070200240585,2
9565-001-99,11011,Buns,1,Cereals and cereal products,62.20805024747715,2
9566-001-99,102,Rice (husked),1,Cereals and cereal products,109.33963257942648,2
9566-001-99,105,Maize (flour),1,Cereals and cereal products,72.89308838628432,2
9566-001-99,109,Bread,1,Cereals and cereal products,18.22327209657108,2
9566-001-99,203,Sweet potatoes,2,Starches,30.615097122239412,2
9566-001-99,301,Sugar,7,Sugar and sweets,9.11163604828554,2
9566-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",9.11163604828554,2
9566-001-99,901,Fresh milk,12,Milk and milk products,9.612776030941244,2
9566-001-99,1001,Cooking oil,11,Oil and fats,16.601400879976254,2
9566-001-99,1003,Salt,13,Spices and other foods,9.11163604828554,2
9566-001-99,1101,Tea dry,6,Beverages,1.093396325794265,2
9566-001-99,6011,Onions,4,Vegetables,8.109356082974129,2
9566-001-99,6012,Tomatoes,4,Vegetables,35.717613309279315,2
9566-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,13.1720518611893,2
9566-001-99,6021,Cabbage,4,Vegetables,30.858074083527026,2
9566-001-99,6023,Other green vegetable,4,Vegetables,24.115704063140743,2
9566-001-99,11011,Buns,1,Cereals and cereal products,18.22327209657108,2
9567-001-99,102,Rice (husked),1,Cereals and cereal products,62.75075789001352,2
9567-001-99,105,Maize (flour),1,Cereals and cereal products,62.75075789001352,2
9567-001-99,109,Bread,1,Cereals and cereal products,150.60181893603243,2
9567-001-99,201,Cassava fresh,2,Starches,38.90546989180838,2
9567-001-99,205,Irish potatoes,2,Starches,116.71640967542514,2
9567-001-99,206,"Cooking bananas, plantains",2,Starches,94.12613683502028,2
9567-001-99,301,Sugar,7,Sugar and sweets,31.37537894500676,2
9567-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,6.106745167797169,2
9567-001-99,701,Ripe bananas,5,Fruits,53.338144206511494,2
9567-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",27.74576693419161,2
9567-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",28.237841050506084,2
9567-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,26.167066040135637,2
9567-001-99,1001,Cooking oil,11,Oil and fats,14.291485109450578,2
9567-001-99,1003,Salt,13,Spices and other foods,7.84384473625169,2
9567-001-99,1101,Tea dry,6,Beverages,0.8785106104601892,2
9567-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",31.375378945006766,2
9567-001-99,6011,Onions,4,Vegetables,35.74283169415169,2
9567-001-99,6012,Tomatoes,4,Vegetables,122.9914854644265,2
9567-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,56.69647531436725,2
9567-001-99,6023,Other green vegetable,4,Vegetables,10.38012478627604,2
9567-001-99,7021,Lemon/lime,5,Fruits,11.127559327038574,2
9567-001-99,7031,Mangoes,5,Fruits,10.572247689309476,2
9567-001-99,7032,Avocado,5,Fruits,40.09773429171863,2
9567-001-99,8081,Dagaa (fresh),9,"Meat, meat products and fish",9.412613683502027,2
9569-001-99,105,Maize (flour),1,Cereals and cereal products,282.385262470324,2
9569-001-99,206,"Cooking bananas, plantains",2,Starches,47.06421041172066,2
9569-001-99,301,Sugar,7,Sugar and sweets,47.06421041172066,2
9569-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,5.872012835690105,2
9569-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",41.619660285670356,2
9569-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",23.53210520586033,2
9569-001-99,1001,Cooking oil,11,Oil and fats,21.437747842538762,2
9569-001-99,1003,Salt,13,Spices and other foods,7.0596315617581,2
9569-001-99,1101,Tea dry,6,Beverages,0.47064210411720664,2
9569-001-99,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,34.29569012702085,2
9569-001-99,6011,Onions,4,Vegetables,32.04366765882001,2
9569-001-99,6012,Tomatoes,4,Vegetables,69.18438930522937,2
9569-001-99,6023,Other green vegetable,4,Vegetables,23.355847489403477,2
9569-001-99,8081,Dagaa (fresh),9,"Meat, meat products and fish",11.766052602930165,2
9570-001-99,102,Rice (husked),1,Cereals and cereal products,182.71401016636952,2
9570-001-99,105,Maize (flour),1,Cereals and cereal products,182.71401016636952,2
9570-001-99,107,Millet and sorghum (flour),1,Cereals and cereal products,73.08560406654782,2
9570-001-99,109,Bread,1,Cereals and cereal products,36.54280203327391,2
9570-001-99,111,"Macaroni, spaghetti",1,Cereals and cereal products,29.234241626619127,2
9570-001-99,205,Irish potatoes,2,Starches,218.1824538198652,2
9570-001-99,301,Sugar,7,Sugar and sweets,73.08560406654782,2
9570-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,54.71158675714968,2
9570-001-99,704,Sugarcane,5,Fruits,292.34241626619126,2
9570-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",36.54280203327391,2
9570-001-99,901,Fresh milk,12,Milk and milk products,134.9342965078639,2
9570-001-99,1001,Cooking oil,11,Oil and fats,66.50789970055851,2
9570-001-99,1003,Salt,13,Spices and other foods,12.205295879113484,2
9570-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",36.542802033273915,2
9570-001-99,6011,Onions,4,Vegetables,29.726107741986993,2
9570-001-99,6012,Tomatoes,4,Vegetables,143.24778397043372,2
9570-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,52.827360639149774,2
9570-001-99,6021,Cabbage,4,Vegetables,92.81871716451573,2
9570-001-99,6023,Other green vegetable,4,Vegetables,72.53818590884592,2
9570-001-99,7021,Lemon/lime,5,Fruits,12.414015551165125,2
9570-001-99,7022,Orange/tangerine,5,Fruits,54.814203049910866,2
9570-001-99,11011,Buns,1,Cereals and cereal products,73.08560406654782,2
9571-001-99,102,Rice (husked),1,Cereals and cereal products,287.74232274344456,2
9571-001-99,105,Maize (flour),1,Cereals and cereal products,431.6134841151669,2
9571-001-99,203,Sweet potatoes,2,Starches,120.85177555224672,2
9571-001-99,205,Irish potatoes,2,Starches,66.90009003785086,2
9571-001-99,301,Sugar,7,Sugar and sweets,35.96779034293057,2
9571-001-99,701,Ripe bananas,5,Fruits,91.71786537447295,2
9571-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",35.96779034293057,2
9571-001-99,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,59.99427429200819,2
9571-001-99,1001,Cooking oil,11,Oil and fats,32.76665700240975,2
9571-001-99,1003,Salt,13,Spices and other foods,14.387116137172228,2
9571-001-99,1101,Tea dry,6,Beverages,3.0212943888061683,2
9571-001-99,6011,Onions,4,Vegetables,32.011333405208205,2
9571-001-99,6012,Tomatoes,4,Vegetables,211.49060721643175,2
9571-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,51.996106650749105,2
9571-001-99,6021,Cabbage,4,Vegetables,121.8109166280582,2
9571-001-99,6023,Other green vegetable,4,Vegetables,333.1849561280984,2
9571-001-99,11011,Buns,1,Cereals and cereal products,143.87116137172228,2
9576-001-99,102,Rice (husked),1,Cereals and cereal products,51.124565560306166,2
9576-001-99,104,Maize (grain),1,Cereals and cereal products,25.562282780153083,2
9576-001-99,105,Maize (flour),1,Cereals and cereal products,25.562282780153083,2
9576-001-99,109,Bread,1,Cereals and cereal products,30.674739336183702,2
9576-001-99,112,Other cereal products,1,Cereals and cereal products,10.224913112061234,2
9576-001-99,201,Cassava fresh,2,Starches,15.848615323694913,2
9576-001-99,205,Irish potatoes,2,Starches,71.31876895662711,2
9576-001-99,206,"Cooking bananas, plantains",2,Starches,51.124565560306166,2
9576-001-99,301,Sugar,7,Sugar and sweets,6.390570695038271,2
9576-001-99,502,Coconuts (mature/immature),8,Nuts and seeds,6.378607068152079,2
9576-001-99,802,Beef (including minced sausage),9,"Meat, meat products and fish",33.90772466368411,2
9576-001-99,807,Eggs,10,Eggs,11.119593009366593,2
9576-001-99,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",12.781141390076542,2
9576-001-99,901,Fresh milk,12,Milk and milk products,53.93641666612301,2
9576-001-99,1001,Cooking oil,11,Oil and fats,46.52335465987861,2
9576-001-99,1002,"Butter, margarine, ghee and other fat products",11,Oil and fats,12.781141390076542,2
9576-001-99,1003,Salt,13,Spices and other foods,2.5562282780153085,2
9576-001-99,1004,Other spices,13,Spices and other foods,4.8062107937290595,2
9576-001-99,4011,Peas,3,"Pulses, dry",16.926960426621616,2
9576-001-99,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",25.56228278015309,2
9576-001-99,6011,Onions,4,Vegetables,5.687607918584061,2
9576-001-99,6012,Tomatoes,4,Vegetables,12.52551856227501,2
9576-001-99,6013,"Carrots and green pepper, other viungo",4,Vegetables,36.95359567548992,2
9576-001-99,6022,Chiness/spinach,4,Vegetables,66.20631240059649,2
9576-001-99,6023,Other green vegetable,4,Vegetables,422.8469806613949,2
9576-001-99,7021,Lemon/lime,5,Fruits,26.05141573438923,2
9576-001-99,7033,Other fruits,5,Fruits,26.8506218322728,2
9577-001-99,102,Rice (husked),1,Cereals and cereal products,106.56275295862577,2
9577-001-99,104,Maize (grain),1,Cereals and cereal products,26.64068823965644,2
9577-001-99,105,Maize (flour),1,Cereals and cereal products,133.2034411982822,2
9577-001-99,109,Bread,1,Cereals and cereal products,85.25020236690061,2
9577-001-99,205,Irish potatoes,2,Starches,12.387920031440245,2
9577-001-99,301,Sugar,7,Sugar and sweets,26.64068823965644,2
9577-001-99,501,Groundnuts in shell/shelled,8,Nuts and seeds,53.28137647931288,2
